"","Longitude","Latitude","PM25","Date"
"68989",-77.013178,38.9218470009224,4,"06/28/2022"
"69308",-77.013178,38.9218470009224,4.9,"06/28/2022"
"69625",-76.953426,38.8947700009222,6.7,"06/28/2022"
"69954",-77.012816,38.8751610009221,5.6,"06/28/2022"
"70267",-82.26608,29.5661120008103,5.8,"06/28/2022"
"70575",-82.26608,29.5661120008103,5.7,"06/28/2022"
"70756",-82.441111,30.2011110008208,7.1,"06/28/2022"
"71067",-85.731517,30.1304330008197,7.7,"06/28/2022"
"71396",-80.628611,28.053611,4.4,"06/28/2022"
"71714",-80.33845,26.0735360007455,3.4,"06/28/2022"
"71897",-80.2569444,26.0538889,3.1,"06/28/2022"
"72071",-80.2569444,26.0538889,3.7,"06/28/2022"
"72391",-80.169817,26.132677,5.7,"06/28/2022"
"72718",-80.0963533689314,26.2910878597443,3.4,"06/28/2022"
"73042",-80.1763888888889,26.2941666666666,4.5,"06/28/2022"
"73361",-82.6429652126674,28.9586436101112,7.7,"06/28/2022"
"73657",-81.7109593300421,26.2700825638459,4.5,"06/28/2022"
"73953",-82.619167,30.1780560008205,7.5,"06/28/2022"
"74255",-81.635396,30.356339,7.6,"06/28/2022"
"74583",-81.587339,30.477725,7.9,"06/28/2022"
"74909",-81.633980694,30.135797178,6,"06/28/2022"
"75119",-81.547778,30.354722,5.2,"06/28/2022"
"75313",-81.453611,30.2602780008218,5.3,"06/28/2022"
"75636",-81.606833,30.262778,6.1,"06/28/2022"
"75965",-87.20355,30.525367,8,"06/28/2022"
"76236",-82.795356,30.426029,12.3,"06/28/2022"
"76551",-82.419835,27.779712,7.7,"06/28/2022"
"77031",-82.538429412,27.892523006,7.8,"06/28/2022"
"77224",-82.2304,27.9656500007821,7.2,"06/28/2022"
"77413",-82.2304,27.9656500007821,6.8,"06/28/2022"
"77734",-85.603889,30.8486110008311,8.2,"06/28/2022"
"78059",-81.8779081610228,26.602015752134,3.7,"06/28/2022"
"78324",-81.8779081610228,26.602015752134,3.8,"06/28/2022"
"78384",-84.346389,30.4397220008247,8.4,"06/28/2022"
"78615",-84.346389,30.4397220008247,14.4,"06/28/2022"
"78941",-82.100645862,29.170532805,9.8,"06/28/2022"
"79257",-80.240689,27.172458,5.1,"06/28/2022"
"79448",-80.3263889,25.9419444,3.9,"06/28/2022"
"79619",-80.399722,25.68333,4.5,"06/28/2022"
"79939",-80.2155556,25.794222,3.9,"06/28/2022"
"80875",-80.666446785,26.724786003,3.9,"06/28/2022"
"81200",-80.219619,26.687606,3.2,"06/28/2022"
"81477",-80.0927778,26.4569444,4.1,"06/28/2022"
"81806",-82.731766912,27.946687816,5.1,"06/28/2022"
"82122",-82.7398753622281,27.7858655503876,5.2,"06/28/2022"
"82370",-82.7007069013916,28.0902994860128,7.2,"06/28/2022"
"82677",-81.972222,28.028889,5.3,"06/28/2022"
"82990",-87.008033,30.394133000824,7.4,"06/28/2022"
"83316",-82.507222,27.290556,5.3,"06/28/2022"
"83635",-82.362583,27.089194,5.2,"06/28/2022"
"83957",-81.310556,28.746111,4.9,"06/28/2022"
"84187",-81.0525,29.206667,5.3,"06/28/2022"
"84499",-84.161111,30.0925000008191,7.4,"06/28/2022"
"84703",-83.6409957140849,32.7774646615604,9.4,"06/28/2022"
"84791",-83.5434927764767,32.8052638843599,8.6,"06/28/2022"
"84981",-83.5434927764767,32.8052638843599,8.7,"06/28/2022"
"85293",-81.1302223986278,32.0907794615767,8.7,"06/28/2022"
"85901",-83.3443853953649,33.91813699186,8.3,"06/28/2022"
"86102",-84.390717275216,33.6108449850019,11.2,"06/28/2022"
"86172",-84.6074234375265,34.0154357417377,10.2,"06/28/2022"
"86243",-82.7499709789252,31.5130968576628,5.7,"06/28/2022"
"86312",-84.2905,33.6878000008711,10,"06/28/2022"
"86382",-84.2905,33.6878000008711,10.3,"06/28/2022"
"86570",-84.2905,33.6878000008711,11.2,"06/28/2022"
"86773",-84.0998,31.5776000008422,9.6,"06/28/2022"
"86976",-84.0998,31.5776000008422,11,"06/28/2022"
"87302",-85.3232,34.2605000008783,7.8,"06/28/2022"
"87507",-84.4356184457623,33.8022405397525,11,"06/28/2022"
"87697",-84.3573161635597,33.720742384971,13,"06/28/2022"
"87898",-84.3914,33.7784000008724,11.7,"06/28/2022"
"88051",-84.3914,33.7784000008724,10.1,"06/28/2022"
"88219",-81.4950347836971,31.1698048619361,6.8,"06/28/2022"
"88408",-81.4950347836971,31.1698048619361,7.1,"06/28/2022"
"88736",-84.0691,33.9632,7.4,"06/28/2022"
"89054",-83.8134,34.2993000008787,9.6,"06/28/2022"
"89379",-84.1618105696717,33.4339490197359,9.5,"06/28/2022"
"89586",-83.5978,32.6056000008569,8.2,"06/28/2022"
"89776",-83.5978,32.6056000008569,9.5,"06/28/2022"
"89983",-83.2933,30.8486000008311,7.3,"06/28/2022"
"90173",-83.2933,30.8486000008311,9,"06/28/2022"
"90377",-84.9446347567188,32.521272004906,10.4,"06/28/2022"
"90563",-84.9446347567188,32.521272004906,8.8,"06/28/2022"
"90768",-84.9457,32.4274,10.2,"06/28/2022"
"90834",-82.0224,33.433900000868,13.3,"06/28/2022"
"91024",-82.0224,33.433900000868,10.1,"06/28/2022"
"91225",-85.2943,34.9784,8.8,"06/28/2022"
"91410",-85.2943,34.9784,11.1,"06/28/2022"
"91737",-82.8068706036265,32.9673591607715,12.1,"06/28/2022"
"91945",-116.347853,43.600699,7.2,"06/28/2022"
"92119",-116.347853,43.600699,4.4,"06/28/2022"
"92442",-116.214562837,43.647666863,4.1,"06/28/2022"
"92769",-112.460347,42.876725,5.2,"06/28/2022"
"93072",-116.571281045,47.316576569,7.2,"06/28/2022"
"93102",-116.571281045,47.316576569,7.1,"06/28/2022"
"93281",-116.571281045,47.316576569,6.8,"06/28/2022"
"93596",-114.3712667,43.6825000009423,3,"06/28/2022"
"93920",-115.83949967,43.822910411,4.4,"06/28/2022"
"94239",-115.972386,44.104498,3.1,"06/28/2022"
"94568",-116.556656,48.292141,4.3,"06/28/2022"
"94885",-112.04645,43.464700000942,5.5,"06/28/2022"
"95209",-116.562676,43.58031,8.7,"06/28/2022"
"95386",-116.562676,43.58031,5.4,"06/28/2022"
"95797",-111.864167,42.082222,4.5,"06/28/2022"
"96126",-116.116254548,45.931274394,8.4,"06/28/2022"
"96432",-116.0275,46.2094,10.2,"06/28/2022"
"96732",-116.827245,47.715385,3.3,"06/28/2022"
"97051",-116.960176895,46.72182012,5.9,"06/28/2022"
"97368",-113.890285,45.1818970009432,3.5,"06/28/2022"
"97549",-113.890285,45.1818970009432,5,"06/28/2022"
"97873",-116.992533,46.408352,7.2,"06/28/2022"
"98194",-116.8062,46.3972,7.7,"06/28/2022"
"98487",-116.236667,47.536389,4.6,"06/28/2022"
"98668",-116.236667,47.536389,3.7,"06/28/2022"
"98979",-114.494717,42.565089,5,"06/28/2022"
"99297",-116.1065,44.890197,5.2,"06/28/2022"
"99621",-85.891331718,39.237456874,4.2,"06/28/2022"
"99822",-85.66411754,38.3938222909186,5.4,"06/28/2022"
"99934",-85.741336506,38.2881908269178,9,"06/28/2022"
"100129",-85.741336506,38.2881908269178,7.1,"06/28/2022"
"100334",-85.387907948,40.1995024089303,4.7,"06/28/2022"
"100410",-86.929668,38.3917990009186,6.1,"06/28/2022"
"100602",-85.96844591,41.657154959937,6.4,"06/28/2022"
"100975",-85.939546219,39.96088418,3.9,"06/28/2022"
"101163",-86.078775372,39.9288040209288,5.3,"06/28/2022"
"101237",-85.523470388,40.0095437619292,3.7,"06/28/2022"
"101431",-86.109688135,40.4813468883317,4.1,"06/28/2022"
"101699",-87.304943321,41.6066623240368,7.8,"06/28/2022"
"101883",-87.304943321,41.6066623240368,6.6,"06/28/2022"
"102076",-87.406579074,41.5732824669367,7.7,"06/28/2022"
"102150",-87.34294729,41.5984727179368,8.6,"06/28/2022"
"102199",-87.34294729,41.5984727179368,9.2,"06/28/2022"
"102263",-87.435561426,41.653500828937,8.2,"06/28/2022"
"102462",-87.435561426,41.653500828937,8.9,"06/28/2022"
"102789",-87.495043676,41.5944266019368,8.9,"06/28/2022"
"103112",-87.495043676,41.5944266019368,9.3,"06/28/2022"
"103234",-86.8912156987957,41.7072116056478,7.1,"06/28/2022"
"103432",-85.652184,40.1257028009299,6.1,"06/28/2022"
"103633",-86.1664643225722,39.7449926753646,13.2,"06/28/2022"
"103709",-86.114444,39.810833000928,8,"06/28/2022"
"103906",-86.114444,39.810833000928,8.6,"06/28/2022"
"104113",-86.214628,39.7889030009279,9.5,"06/28/2022"
"104163",-86.214628,39.7889030009279,9.9,"06/28/2022"
"104557",-86.11541484,39.7588551909278,8,"06/28/2022"
"104632",-86.130879593,39.787933053,10.5,"06/28/2022"
"104831",-86.130879593,39.787933053,13.1,"06/28/2022"
"105036",-86.504761719,39.159383056924,4.5,"06/28/2022"
"105231",-86.504761719,39.159383056924,5.1,"06/28/2022"
"105539",-87.199167,41.6175000009369,7.8,"06/28/2022"
"105738",-86.214722,41.6966604109371,6.4,"06/28/2022"
"105787",-86.214722,41.6966604109371,6.5,"06/28/2022"
"105973",-86.214722,41.6966604109371,8.5,"06/28/2022"
"106366",-86.8525,40.431639,4.2,"06/28/2022"
"106565",-87.5322885681949,37.9744364480379,6.1,"06/28/2022"
"106612",-87.577222,38.0133330009157,6.2,"06/28/2022"
"106798",-87.577222,38.0133330009157,6.8,"06/28/2022"
"107116",-87.401312,39.4859870009261,9.8,"06/28/2022"
"107433",-87.401312,39.4859870009261,9.6,"06/28/2022"
"107547",-85.6292924,41.169645500935,4.8,"06/28/2022"
"107950",-88.240552608195,40.1238858574616,7,"06/28/2022"
"108030",-88.37251,40.05278,6.8,"06/28/2022"
"108226",-88.37251,40.05278,7.7,"06/28/2022"
"108403",-87.7324568962847,41.6709918952829,8.2,"06/28/2022"
"108570",-87.7324568962847,41.6709918952829,8,"06/28/2022"
"108770",-87.5393154841479,41.6871654376343,10,"06/28/2022"
"108850",-87.7499280553202,41.9654848301767,9.2,"06/28/2022"
"108899",-87.722673,41.912739,9,"06/28/2022"
"109058",-87.722673,41.912739,8.8,"06/28/2022"
"109231",-87.7134881520007,41.7513999786378,8.3,"06/28/2022"
"109402",-87.7134881520007,41.7513999786378,8.6,"06/28/2022"
"109717",-87.5574060746384,41.5786196210494,10.1,"06/28/2022"
"109926",-87.832349,41.80118,9.7,"06/28/2022"
"109976",-87.832349,41.80118,9.5,"06/28/2022"
"110128",-87.8053767946675,41.7827660079251,8.5,"06/28/2022"
"110177",-87.8053767946675,41.7827660079251,8.4,"06/28/2022"
"110361",-87.8632254343829,42.0602846910538,8.9,"06/28/2022"
"110568",-87.7992269168431,42.139996190948,8.5,"06/28/2022"
"110766",-87.7992269168431,42.139996190948,9.1,"06/28/2022"
"110945",-87.7489023825124,41.8644264230095,9.2,"06/28/2022"
"111130",-87.7489023825124,41.8644264230095,8.7,"06/28/2022"
"111449",-88.1525336515249,41.7710709444974,10,"06/28/2022"
"111776",-88.6249434004072,38.0821551646727,5.5,"06/28/2022"
"112105",-90.344494,39.101439,8.8,"06/28/2022"
"112308",-88.2800147147357,42.0504030003903,8.8,"06/28/2022"
"112388",-88.3293736067334,41.7847165129183,8.5,"06/28/2022"
"112573",-88.2422073399828,42.221441662101,10.8,"06/28/2022"
"112902",-88.9968957084304,40.5187353721062,10.7,"06/28/2022"
"113231",-88.9968957084304,40.5187353721062,10.1,"06/28/2022"
"113535",-88.925594450544,39.866833885022,11,"06/28/2022"
"113736",-90.1447626742938,38.7006315001362,11.9,"06/28/2022"
